z,t,k,N1,N2,utl1,utl2
['02200'],3,100,10000,5000,3.7526030425201897,1.0
['02201'],3,100,10000,5000,3.511205719934778,1.0
['02202'],3,100,10000,5000,3.521020801719996,1.0
['02203'],3,100,10000,5000,3.4137867098230665,1.0
['02204'],3,100,10000,5000,3.4572719511894916,2.0
['02205'],3,100,10000,5000,3.3381153038993507,1.0
['02210'],3,100,10000,5000,2.6588453005774935,1.0
['02211'],3,100,10000,5000,1.7922436542089992,1.0
['02212'],3,100,10000,5000,1.8397750038941936,1.0
['02213'],3,100,10000,5000,1.605591088258169,1.0
['02214'],3,100,10000,5000,1.6326709990254715,2.0
['02215'],3,100,10000,5000,1.5960608497996,1.0
['02220'],3,100,10000,5000,2.8966707389219746,1.0
['02221'],3,100,10000,5000,1.8698283404657472,1.0
['02222'],3,100,10000,5000,2.0262557315639627,1.0
['02223'],3,100,10000,5000,1.6740954811307274,1.0
['02224'],3,100,10000,5000,1.7377432760351381,2.0
['02225'],3,100,10000,5000,1.6413139704326456,1.0
['02230'],3,100,10000,5000,2.3651313733991377,2.0
['02231'],3,100,10000,5000,1.5171373009662794,2.0
['02232'],3,100,10000,5000,1.566491672403328,2.0
['02233'],3,100,10000,5000,1.4104758434877904,2.0
['02234'],3,100,10000,5000,1.4242769365667316,3.0
['02235'],3,100,10000,5000,1.4042195283389933,2.0
['02240'],3,100,10000,5000,2.5744721614984902,1.0
['02241'],3,100,10000,5000,1.5716374233429986,1.0
['02242'],3,100,10000,5000,1.6579328970415481,1.0
['02243'],3,100,10000,5000,1.4343676455639325,1.0
['02244'],3,100,10000,5000,1.4796581420082564,2.0
['02245'],3,100,10000,5000,1.4144564194678195,1.0
['02250'],3,100,10000,5000,2.1656475001287743,1.0
['02251'],3,100,10000,5000,1.5235466649174951,1.0
['02252'],3,100,10000,5000,1.5508056452260386,1.0
['02253'],3,100,10000,5000,1.4219563710022691,1.0
['02254'],3,100,10000,5000,1.4401124314963443,2.0
['02255'],3,100,10000,5000,1.4464862289554223,1.0
['02300'],3,100,10000,5000,2.7989290785108683,1.0
['02301'],3,100,10000,5000,2.6138689460089273,1.0
['02302'],3,100,10000,5000,2.6541125618702295,1.0
['02303'],3,100,10000,5000,2.5578178036668007,1.0
['02304'],3,100,10000,5000,2.598262424567204,2.0
['02305'],3,100,10000,5000,2.535966837975782,1.0
['02310'],3,100,10000,5000,1.9515561638128505,1.0
['02311'],3,100,10000,5000,1.342175235224652,1.0
['02312'],3,100,10000,5000,1.3658694039624393,1.0
['02313'],3,100,10000,5000,1.244661838077265,1.0
['02314'],3,100,10000,5000,1.2537243942103777,2.0
['02315'],3,100,10000,5000,1.2466960148277633,1.0
['02320'],3,100,10000,5000,2.1086771843008743,1.0
['02321'],3,100,10000,5000,1.3705656246976659,1.0
['02322'],3,100,10000,5000,1.4405598741709387,1.0
['02323'],3,100,10000,5000,1.262876146656447,1.0
['02324'],3,100,10000,5000,1.2899043178100282,2.0
['02325'],3,100,10000,5000,1.2467831516227545,1.0
['02330'],3,100,10000,5000,1.7484144545463651,2.0
['02331'],3,100,10000,5000,1.2052710060991139,2.0
['02332'],3,100,10000,5000,1.22560731414562,2.0
['02333'],3,100,10000,5000,1.1597807026543856,2.0
['02334'],3,100,10000,5000,1.1586158683792227,3.0
['02335'],3,100,10000,5000,1.1551372154485635,2.0
['02340'],3,100,10000,5000,1.8550257594571227,1.0
['02341'],3,100,10000,5000,1.2096158878574135,1.0
['02342'],3,100,10000,5000,1.2472374969381748,1.0
['02343'],3,100,10000,5000,1.1566604598349934,1.0
['02344'],3,100,10000,5000,1.1670683429881892,2.0
['02345'],3,100,10000,5000,1.1488333924156795,1.0
['02350'],3,100,10000,5000,1.6352333705120377,1.0
['02351'],3,100,10000,5000,1.2178783081326365,1.0
['02352'],3,100,10000,5000,1.2302252987426217,1.0
['02353'],3,100,10000,5000,1.170442478795602,1.0
['02354'],3,100,10000,5000,1.169983054214293,2.0
['02355'],3,100,10000,5000,1.179133981384144,1.0
['02400'],3,100,10000,5000,3.068198416178093,1.0
['02401'],3,100,10000,5000,2.832094239725964,1.0
['02402'],3,100,10000,5000,2.8861164550996192,1.0
['02403'],3,100,10000,5000,2.8121959842424538,1.0
['02404'],3,100,10000,5000,2.8237529866101245,2.0
['02405'],3,100,10000,5000,2.7738196192751667,1.0
['02410'],3,100,10000,5000,2.0982652057424,1.0
['02411'],3,100,10000,5000,1.4146375728659397,1.0
['02412'],3,100,10000,5000,1.460307615254146,1.0
['02413'],3,100,10000,5000,1.2897437681297923,1.0
['02414'],3,100,10000,5000,1.3166167944146572,2.0
['02415'],3,100,10000,5000,1.2922683987308314,1.0
['02420'],3,100,10000,5000,2.322552057923562,1.0
['02421'],3,100,10000,5000,1.4681971911051481,1.0
['02422'],3,100,10000,5000,1.5656936490683198,1.0
['02423'],3,100,10000,5000,1.3265526019872331,1.0
['02424'],3,100,10000,5000,1.3777109435955803,2.0
['02425'],3,100,10000,5000,1.31245403343308,1.0
['02430'],3,100,10000,5000,1.8636764023485906,2.0
['02431'],3,100,10000,5000,1.24467082177495,2.0
['02432'],3,100,10000,5000,1.27639313765199,2.0
['02433'],3,100,10000,5000,1.1821220700514001,2.0
['02434'],3,100,10000,5000,1.192644607639703,3.0
['02435'],3,100,10000,5000,1.182480172791051,2.0
['02440'],3,100,10000,5000,2.0410003054058943,1.0
['02441'],3,100,10000,5000,1.2819640725068069,1.0
['02442'],3,100,10000,5000,1.3392078625692472,1.0
['02443'],3,100,10000,5000,1.201555281220815,1.0
['02444'],3,100,10000,5000,1.231050520912597,2.0
['02445'],3,100,10000,5000,1.19483942761194,1.0
['02450'],3,100,10000,5000,1.707324819867745,1.0
['02451'],3,100,10000,5000,1.2519572546850688,1.0
['02452'],3,100,10000,5000,1.264327671746253,1.0
['02453'],3,100,10000,5000,1.1965235977823832,1.0
['02454'],3,100,10000,5000,1.1982198247739846,2.0
['02455'],3,100,10000,5000,1.205485770005836,1.0
['02500'],3,100,10000,5000,2.5800227238560542,2.0
['02501'],3,100,10000,5000,2.4381386229561306,2.0
['02502'],3,100,10000,5000,2.4678507308449102,2.0
['02503'],3,100,10000,5000,2.4049566701656833,2.0
['02504'],3,100,10000,5000,2.3992545558380143,3.0
['02505'],3,100,10000,5000,2.3676376565739163,2.0
['02510'],3,100,10000,5000,1.9086043734781057,2.0
['02511'],3,100,10000,5000,1.3660815988485748,2.0
['02512'],3,100,10000,5000,1.3809640022533836,2.0
['02513'],3,100,10000,5000,1.2672507091141003,2.0
['02514'],3,100,10000,5000,1.2751439471360644,3.0
['02515'],3,100,10000,5000,1.2795090734933734,2.0
['02520'],3,100,10000,5000,1.9991697196361642,2.0
['02521'],3,100,10000,5000,1.3438064427529757,2.0
['02522'],3,100,10000,5000,1.4033945465457796,2.0
['02523'],3,100,10000,5000,1.255206880813846,2.0
['02524'],3,100,10000,5000,1.2702272639390857,3.0
['02525'],3,100,10000,5000,1.2571561086368037,2.0
['02530'],3,100,10000,5000,1.71845399694192,3.0
['02531'],3,100,10000,5000,1.2226382752498692,3.0
['02532'],3,100,10000,5000,1.2373380007302566,3.0
['02533'],3,100,10000,5000,1.1776718746579515,3.0
['02534'],3,100,10000,5000,1.182631813977784,4.0
['02535'],3,100,10000,5000,1.1833428251132645,3.0
['02540'],3,100,10000,5000,1.7648912527737568,2.0
['02541'],3,100,10000,5000,1.2157730586904247,2.0
['02542'],3,100,10000,5000,1.2446919110094776,2.0
['02543'],3,100,10000,5000,1.1684351387825676,2.0
['02544'],3,100,10000,5000,1.1808751617722555,3.0
['02545'],3,100,10000,5000,1.1741380562947545,2.0
['02550'],3,100,10000,5000,1.7244642831576047,2.0
['02551'],3,100,10000,5000,1.2723901847375072,2.0
['02552'],3,100,10000,5000,1.280322078874415,2.0
['02553'],3,100,10000,5000,1.2118570678170604,2.0
['02554'],3,100,10000,5000,1.2163143417833044,3.0
['02555'],3,100,10000,5000,1.2311821199910262,2.0
['03000'],3,100,10000,5000,13.28693029616421,2.0
['03001'],3,100,10000,5000,12.836269470317335,2.0
['03002'],3,100,10000,5000,13.028643392233356,2.0
['03003'],3,100,10000,5000,12.669438606946173,2.0
['03004'],3,100,10000,5000,12.8382297234435,3.0
['03005'],3,100,10000,5000,12.671574716968232,2.0
['03010'],3,100,10000,5000,12.124174860930033,2.0
['03011'],3,100,10000,5000,10.85818825210512,2.0
['03012'],3,100,10000,5000,10.811973416605111,2.0
['03013'],3,100,10000,5000,10.603241824803602,2.0
['03014'],3,100,10000,5000,10.484234595642446,3.0
['03015'],3,100,10000,5000,10.480805591901134,2.0
['03020'],3,100,10000,5000,12.087432259618618,2.0
['03021'],3,100,10000,5000,11.108807707790849,2.0
['03022'],3,100,10000,5000,11.095537936857315,2.0
['03023'],3,100,10000,5000,10.677818904683882,2.0
['03024'],3,100,10000,5000,10.601291394380146,3.0
['03025'],3,100,10000,5000,10.550172568835901,2.0
['03030'],3,100,10000,5000,11.525221326917949,3.0
['03031'],3,100,10000,5000,10.267241201410188,3.0
['03032'],3,100,10000,5000,10.409728742748529,3.0
['03033'],3,100,10000,5000,10.067286136340323,3.0
['03034'],3,100,10000,5000,9.96293292850965,4.0
['03035'],3,100,10000,5000,10.251185048645409,3.0
['03040'],3,100,10000,5000,11.918437531354801,2.0
['03041'],3,100,10000,5000,10.498894659535186,2.0
['03042'],3,100,10000,5000,10.673354657756859,2.0
['03043'],3,100,10000,5000,10.1607944790574,2.0
['03044'],3,100,10000,5000,10.18219747832451,3.0
['03045'],3,100,10000,5000,10.016621761662236,2.0
['03050'],3,100,10000,5000,11.396537880233277,2.0
['03051'],3,100,10000,5000,10.315922124351646,2.0
['03052'],3,100,10000,5000,10.38313712702696,2.0
['03053'],3,100,10000,5000,10.117086072407918,2.0
['03054'],3,100,10000,5000,10.06955447558043,3.0
['03055'],3,100,10000,5000,10.157937196286346,2.0
['03100'],3,100,10000,5000,2.8828456756418457,2.0
['03101'],3,100,10000,5000,2.7214261298435583,2.0
['03102'],3,100,10000,5000,2.740998404926875,2.0
['03103'],3,100,10000,5000,2.657132589585926,2.0
['03104'],3,100,10000,5000,2.692675834425191,3.0
['03105'],3,100,10000,5000,2.6017322135815593,2.0
['03110'],3,100,10000,5000,2.04312501620138,2.0
['03111'],3,100,10000,5000,1.4269546015396908,2.0
['03112'],3,100,10000,5000,1.4385947442145266,2.0
['03113'],3,100,10000,5000,1.3002340793159013,2.0
['03114'],3,100,10000,5000,1.312885837257829,3.0
['03115'],3,100,10000,5000,1.3071782477731486,2.0
['03120'],3,100,10000,5000,2.1773858007731866,2.0
['03121'],3,100,10000,5000,1.4241359854564841,2.0
['03122'],3,100,10000,5000,1.4816018576583359,2.0
['03123'],3,100,10000,5000,1.2934400961388703,2.0
['03124'],3,100,10000,5000,1.3274441757900464,3.0
['03125'],3,100,10000,5000,1.276865490438378,2.0
['03130'],3,100,10000,5000,1.8193807450351978,3.0
['03131'],3,100,10000,5000,1.244198070774727,3.0
['03132'],3,100,10000,5000,1.2541965253400658,3.0
['03133'],3,100,10000,5000,1.1806945150758728,3.0
['03134'],3,100,10000,5000,1.1864879681949974,4.0
['03135'],3,100,10000,5000,1.1794501399994013,3.0
['03140'],3,100,10000,5000,1.9356731182421458,2.0
['03141'],3,100,10000,5000,1.2552348699391827,2.0
['03142'],3,100,10000,5000,1.278014277546826,2.0
['03143'],3,100,10000,5000,1.1832235220451195,2.0
['03144'],3,100,10000,5000,1.1966801166200296,3.0
['03145'],3,100,10000,5000,1.1794794082849251,2.0
['03150'],3,100,10000,5000,1.7346432136585135,2.0
['03151'],3,100,10000,5000,1.2639518773585132,2.0
['03152'],3,100,10000,5000,1.2716975696412498,2.0
['03153'],3,100,10000,5000,1.2010255648971968,2.0
['03154'],3,100,10000,5000,1.2005571983412613,3.0
['03155'],3,100,10000,5000,1.2158539233473717,2.0
['03200'],3,100,10000,5000,3.1396164397524795,2.0
['03201'],3,100,10000,5000,2.9256805482105026,2.0
['03202'],3,100,10000,5000,2.9591766913188167,2.0
['03203'],3,100,10000,5000,2.860190714047211,2.0
['03204'],3,100,10000,5000,2.8798042509410933,3.0
['03205'],3,100,10000,5000,2.8129762108004193,2.0
['03210'],3,100,10000,5000,2.1463683907524747,2.0
['03211'],3,100,10000,5000,1.4289162590908207,2.0
['03212'],3,100,10000,5000,1.4867446752247633,2.0
['03213'],3,100,10000,5000,1.3128378496870179,2.0
['03214'],3,100,10000,5000,1.3288740278724362,3.0
['03215'],3,100,10000,5000,1.3098438560115848,2.0
['03220'],3,100,10000,5000,2.3591936307486283,2.0
['03221'],3,100,10000,5000,1.5091301985949925,2.0
['03222'],3,100,10000,5000,1.6045328480875627,2.0
['03223'],3,100,10000,5000,1.3620221857474566,2.0
['03224'],3,100,10000,5000,1.394789533679537,3.0
['03225'],3,100,10000,5000,1.3357397874412602,2.0
['03230'],3,100,10000,5000,1.9081706045017577,3.0
['03231'],3,100,10000,5000,1.259884905236993,3.0
['03232'],3,100,10000,5000,1.301482592471938,3.0
['03233'],3,100,10000,5000,1.1963732544719674,3.0
['03234'],3,100,10000,5000,1.2042973082172321,4.0
['03235'],3,100,10000,5000,1.18865360889798,3.0
['03240'],3,100,10000,5000,2.07209610137211,2.0
['03241'],3,100,10000,5000,1.284755294122292,2.0
['03242'],3,100,10000,5000,1.3480747764755716,2.0
['03243'],3,100,10000,5000,1.2046775003257721,2.0
['03244'],3,100,10000,5000,1.2296068481293423,3.0
['03245'],3,100,10000,5000,1.1957881339488432,2.0
['03250'],3,100,10000,5000,1.7477111488547117,2.0
['03251'],3,100,10000,5000,1.2627627423801449,2.0
['03252'],3,100,10000,5000,1.2817323538316192,2.0
['03253'],3,100,10000,5000,1.2005631264981762,2.0
['03254'],3,100,10000,5000,1.201167929610631,3.0
['03255'],3,100,10000,5000,1.2122735557517283,2.0
['03300'],3,100,10000,5000,2.3133085451906665,2.0
['03301'],3,100,10000,5000,2.172282148356943,2.0
['03302'],3,100,10000,5000,2.204025664028679,2.0
['03303'],3,100,10000,5000,2.1371071977115212,2.0
['03304'],3,100,10000,5000,2.15107262616339,3.0
['03305'],3,100,10000,5000,2.123247115568213,2.0
['03310'],3,100,10000,5000,1.6202197894375516,2.0
['03311'],3,100,10000,5000,1.1767230458090476,2.0
['03312'],3,100,10000,5000,1.1907707274132453,2.0
['03313'],3,100,10000,5000,1.1200526288316044,2.0
['03314'],3,100,10000,5000,1.1228039154768177,3.0
['03315'],3,100,10000,5000,1.118928460657307,2.0
['03320'],3,100,10000,5000,1.734006897803976,2.0
['03321'],3,100,10000,5000,1.1831249977708316,2.0
['03322'],3,100,10000,5000,1.2359930521444944,2.0
['03323'],3,100,10000,5000,1.126810786157886,2.0
['03324'],3,100,10000,5000,1.1342217600658697,3.0
['03325'],3,100,10000,5000,1.1164392797513953,2.0
['03330'],3,100,10000,5000,1.472550987149476,3.0
['03331'],3,100,10000,5000,1.0970980759036142,3.0
['03332'],3,100,10000,5000,1.1110007131774422,3.0
['03333'],3,100,10000,5000,1.0723857021336847,3.0
['03334'],3,100,10000,5000,1.07251354472078,4.0
['03335'],3,100,10000,5000,1.0695298461604483,3.0
['03340'],3,100,10000,5000,1.5503614314262766,2.0
['03341'],3,100,10000,5000,1.0975624900598675,2.0
['03342'],3,100,10000,5000,1.1147308308059214,2.0
['03343'],3,100,10000,5000,1.0703366393409919,2.0
['03344'],3,100,10000,5000,1.076089156778351,3.0
['03345'],3,100,10000,5000,1.0654485890193754,2.0
['03350'],3,100,10000,5000,1.3935477117576045,2.0
['03351'],3,100,10000,5000,1.1075138523011296,2.0
['03352'],3,100,10000,5000,1.1072498055118036,2.0
['03353'],3,100,10000,5000,1.0754073452581754,2.0
['03354'],3,100,10000,5000,1.074268672701238,3.0
['03355'],3,100,10000,5000,1.0821179690129419,2.0
['03400'],3,100,10000,5000,2.5122464119676238,2.0
['03401'],3,100,10000,5000,2.333414845240206,2.0
['03402'],3,100,10000,5000,2.3599196240148563,2.0
['03403'],3,100,10000,5000,2.2933687737637913,2.0
['03404'],3,100,10000,5000,2.3351631371098716,3.0
['03405'],3,100,10000,5000,2.2727576069181095,2.0
['03410'],3,100,10000,5000,1.7057052067926834,2.0
['03411'],3,100,10000,5000,1.2084779680429234,2.0
['03412'],3,100,10000,5000,1.2277264109169954,2.0
['03413'],3,100,10000,5000,1.1394657863749809,2.0
['03414'],3,100,10000,5000,1.1527992523361055,3.0
['03415'],3,100,10000,5000,1.138089259851141,2.0
['03420'],3,100,10000,5000,1.8611964158219763,2.0
['03421'],3,100,10000,5000,1.235598532164421,2.0
['03422'],3,100,10000,5000,1.2915003024240819,2.0
['03423'],3,100,10000,5000,1.1569652152740633,2.0
['03424'],3,100,10000,5000,1.1798777275586727,3.0
['03425'],3,100,10000,5000,1.1459942691741962,2.0
['03430'],3,100,10000,5000,1.531502043311517,3.0
['03431'],3,100,10000,5000,1.1167787546547787,3.0
['03432'],3,100,10000,5000,1.1325784826354333,3.0
['03433'],3,100,10000,5000,1.0880578766828133,3.0
['03434'],3,100,10000,5000,1.0919260826728558,4.0
['03435'],3,100,10000,5000,1.0849977680369467,3.0
['03440'],3,100,10000,5000,1.638882653231497,2.0
['03441'],3,100,10000,5000,1.1345312136061305,2.0
['03442'],3,100,10000,5000,1.156670443219461,2.0
['03443'],3,100,10000,5000,1.0966185762797487,2.0
['03444'],3,100,10000,5000,1.1094766401431937,3.0
['03445'],3,100,10000,5000,1.08934585776035,2.0
['03450'],3,100,10000,5000,1.4137724233757987,2.0
['03451'],3,100,10000,5000,1.1155748436753095,2.0
['03452'],3,100,10000,5000,1.1213804388170767,2.0
['03453'],3,100,10000,5000,1.088526807787875,2.0
['03454'],3,100,10000,5000,1.0903073859551382,3.0
['03455'],3,100,10000,5000,1.0944116928323595,2.0
['03500'],3,100,10000,5000,2.217901923136154,3.0
['03501'],3,100,10000,5000,2.0875884582041384,3.0
['03502'],3,100,10000,5000,2.097181934687635,3.0
['03503'],3,100,10000,5000,2.058252412130994,3.0
['03504'],3,100,10000,5000,2.0677768532946548,4.0
['03505'],3,100,10000,5000,2.0328742387956966,3.0
['03510'],3,100,10000,5000,1.6297491662462076,3.0
['03511'],3,100,10000,5000,1.1952076630918438,3.0
['03512'],3,100,10000,5000,1.2080315857986408,3.0
['03513'],3,100,10000,5000,1.1361968441808399,3.0
['03514'],3,100,10000,5000,1.1372589134842843,4.0
['03515'],3,100,10000,5000,1.1420670204242327,3.0
['03520'],3,100,10000,5000,1.691567841056499,3.0
['03521'],3,100,10000,5000,1.1827224128752405,3.0
['03522'],3,100,10000,5000,1.2163413534128615,3.0
['03523'],3,100,10000,5000,1.1234346593797573,3.0
['03524'],3,100,10000,5000,1.1328570160094802,4.0
['03525'],3,100,10000,5000,1.1253251098590937,3.0
['03530'],3,100,10000,5000,1.4567895444396142,4.0
['03531'],3,100,10000,5000,1.1063897627827688,4.0
['03532'],3,100,10000,5000,1.1123851762045565,4.0
['03533'],3,100,10000,5000,1.0800385245311035,4.0
['03534'],3,100,10000,5000,1.0804789152310559,5.0
['03535'],3,100,10000,5000,1.0841804640037909,4.0
['03540'],3,100,10000,5000,1.4965965290441894,3.0
['03541'],3,100,10000,5000,1.0985966212403218,3.0
['03542'],3,100,10000,5000,1.1120724132064699,3.0
['03543'],3,100,10000,5000,1.0740600535964455,3.0
['03544'],3,100,10000,5000,1.0786859536818512,4.0
['03545'],3,100,10000,5000,1.0758435482937554,3.0
['03550'],3,100,10000,5000,1.4713788980683784,3.0
['03551'],3,100,10000,5000,1.1388402404900855,3.0
['03552'],3,100,10000,5000,1.14076627760687,3.0
['03553'],3,100,10000,5000,1.1021548779151957,3.0
['03554'],3,100,10000,5000,1.099296882138538,4.0
['03555'],3,100,10000,5000,1.1138582340973737,3.0
['04000'],3,100,10000,5000,13.395678610573446,1.0
['04001'],3,100,10000,5000,13.209579969436515,1.0
['04002'],3,100,10000,5000,13.424403621456431,1.0
['04003'],3,100,10000,5000,12.933795660913555,1.0
['04004'],3,100,10000,5000,13.096641501331408,2.0
['04005'],3,100,10000,5000,12.915815050794123,1.0
['04010'],3,100,10000,5000,12.411678948674044,1.0
['04011'],3,100,10000,5000,11.059845758601877,1.0
['04012'],3,100,10000,5000,10.910275558273447,1.0
['04013'],3,100,10000,5000,10.785191850941573,1.0
['04014'],3,100,10000,5000,11.032545349453029,2.0
['04015'],3,100,10000,5000,10.668828552532068,1.0
['04020'],3,100,10000,5000,12.775078692329675,1.0
['04021'],3,100,10000,5000,11.361337036367932,1.0
['04022'],3,100,10000,5000,11.550265899527021,1.0
['04023'],3,100,10000,5000,10.936745933009544,1.0
['04024'],3,100,10000,5000,11.014907064410545,2.0
['04025'],3,100,10000,5000,10.927072249045779,1.0
['04030'],3,100,10000,5000,11.811599182404663,2.0
['04031'],3,100,10000,5000,10.604477738760792,2.0
['04032'],3,100,10000,5000,10.7665471436516,2.0
['04033'],3,100,10000,5000,10.417243199051873,2.0
['04034'],3,100,10000,5000,10.48735894643195,3.0
['04035'],3,100,10000,5000,10.336644739821027,2.0
['04040'],3,100,10000,5000,12.33086604117643,1.0
['04041'],3,100,10000,5000,10.665330649692828,1.0
['04042'],3,100,10000,5000,10.997206572549517,1.0
['04043'],3,100,10000,5000,10.46845104820611,1.0
['04044'],3,100,10000,5000,10.684476078478195,2.0
['04045'],3,100,10000,5000,10.376639870538565,1.0
['04050'],3,100,10000,5000,11.580221197645159,1.0
['04051'],3,100,10000,5000,10.672739946784864,1.0
['04052'],3,100,10000,5000,10.493168345213986,1.0
['04053'],3,100,10000,5000,10.41335023851143,1.0
['04054'],3,100,10000,5000,10.253888580829203,2.0
['04055'],3,100,10000,5000,10.534159746561325,1.0
['04100'],3,100,10000,5000,3.0528540555947226,1.0
['04101'],3,100,10000,5000,2.890659401923348,1.0
['04102'],3,100,10000,5000,2.888782675086306,1.0
['04103'],3,100,10000,5000,2.8135624288697776,1.0
['04104'],3,100,10000,5000,2.8524356931362553,2.0
